Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
246;21100886534;"International Journal of Political Economy";journal;"15580970, 08911916";"Routledge";No;No;0,453;Q2;33;28;68;1636;93;64;1,30;58,43;16,22;1;United Kingdom;Western Europe;"Routledge";"1996-2004, 2006-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
247;25798;"International Journal of Politics, Culture and Society";journal;"15733416, 08914486";"Human Sciences Press";No;No;0,453;Q2;38;70;93;5186;173;84;1,87;74,09;40,00;1;United States;Northern America;"Human Sciences Press";"1987-2005, 2008-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
248;5800169165;"Conflict, Security and Development";journal;"14678802, 14781174";"Routledge";No;No;0,452;Q2;34;34;87;2787;154;84;1,70;81,97;41,18;0;United Kingdom;Western Europe;"Routledge";"2010-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
249;13518;"Contemporary South Asia";journal;"09584935, 1469364X";"Routledge";No;No;0,452;Q2;35;44;133;2229;178;114;1,13;50,66;52,73;0;United Kingdom;Western Europe;"Routledge";"1992-2006, 2008-2026";"Development (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2)";"Social Sciences"
250;145016;"Defense and Security Analysis";journal;"14751798, 14751801";"Routledge";No;No;0,450;Q2;20;49;87;3090;170;84;2,21;63,06;13,64;3;United Kingdom;Western Europe;"Routledge";"2003-2004, 2006-2026";"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)";"Social Sciences"
251;19900191484;"China Perspectives";journal;"19964617, 20703449";"French Centre for Research on Contemporary China";No;No;0,441;Q2;33;31;94;1226;124;81;1,14;39,55;40,63;0;Hong Kong;Asiatic Region;"French Centre for Research on Contemporary China";"2007-2025";"Cultural Studies (Q1); Geography, Planning and Development (Q2); Political Science and International Relations (Q2)";"Social Sciences"
252;21100899525;"Peacebuilding";journal;"21647267, 21647259";"Taylor and Francis Ltd.";No;No;0,437;Q2;20;47;87;0;173;87;1,93;0,00;45,07;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2026";"Development (Q2); Political Science and International Relations (Q2); Safety Research (Q2)";"Social Sciences"
253;15864;"Journal of Imperial and Commonwealth History";journal;"17439329, 03086534";"Routledge";No;No;0,436;Q2;38;106;125;7080;119;119;0,93;66,79;31,96;0;United Kingdom;Western Europe;"Routledge";"1972-2026";"History (Q1); Development (Q2); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
254;19900191954;"Journal of the Indian Ocean Region";journal;"1948108X, 19480881";"Taylor and Francis Inc.";No;No;0,436;Q2;25;9;49;521;91;35;1,16;57,89;50,00;0;United States;Northern America;"Taylor and Francis Inc.";"2010-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Management, Monitoring, Policy and Law (Q3); Oceanography (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
255;21100820733;"International Organisations Research Journal";journal;"19967845, 25422081";"National Research University Higher School of Economics (HSE University)";Yes;No;0,428;Q2;17;21;110;1125;115;110;0,82;53,57;40,91;0;Russian Federation;Eastern Europe;"National Research University Higher School of Economics (HSE University)";"2015-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
256;21100814050;"Millennial Asia";journal;"23217081, 09763996";"SAGE Publications Inc.";No;No;0,427;Q2;18;72;115;3949;268;114;2,40;54,85;28,15;3;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014-2026";"Cultural Studies (Q1); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
257;21100936575;"Journal of Asian Security and International Affairs";journal;"23490039, 23477970";"SAGE Publications Inc.";No;No;0,425;Q2;14;22;63;1802;101;61;1,60;81,91;39,29;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014-2026";"Political Science and International Relations (Q2)";"Social Sciences"
258;21100805729;"Asia Policy";journal;"15592960, 15590968";"National Bureau of Asian Research";No;No;0,423;Q2;18;55;193;1793;193;188;0,90;32,60;59,32;7;United States;Northern America;"National Bureau of Asian Research";"2009, 2016-2026";"History (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
259;21100873079;"Asian Journal of Comparative Politics";journal;"20578911, 2057892X";"SAGE Publications Ltd";No;No;0,422;Q2;19;25;163;1594;334;163;1,93;63,76;20,59;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2016-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
260;16383;"Comparative Studies of South Asia, Africa and the Middle East";journal;"1548226X, 1089201X";"Duke University Press";No;No;0,421;Q2;41;59;142;2666;96;123;0,63;45,19;55,36;0;United States;Northern America;"Duke University Press";"1996-2025";"Development (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2)";"Social Sciences"
261;4400151405;"Uluslararasi Iliskiler";journal;"13047310";"International Relations Council of Turkey";No;No;0,409;Q2;13;25;80;1754;93;75;0,98;70,16;42,86;1;Turkey;Middle East;"International Relations Council of Turkey";"2005-2025";"Political Science and International Relations (Q2)";"Social Sciences"
262;18500168400;"Asian Affairs";journal;"03068374, 14771500";"Routledge";No;No;0,408;Q2;22;45;108;1789;123;93;0,84;39,76;22,64;1;United Kingdom;Western Europe;"Routledge";"1995-2026";"Geography, Planning and Development (Q2); Law (Q2); Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
263;21101119536;"Chinese Public Administration Review";journal;"15396754, 25731483";"SAGE Publications Ltd";No;No;0,406;Q2;11;21;62;1401;102;60;1,62;66,71;44,12;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2009, 2011, 2016-2026";"Political Science and International Relations (Q2); Public Administration (Q2)";"Social Sciences"
264;7200153129;"International Community Law Review";journal;"18719732, 18719740";"Martinus Nijhoff Publishers";No;No;0,401;Q2;21;31;78;3185;56;67;0,75;102,74;34,29;1;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2006-2026";"Law (Q2); Political Science and International Relations (Q2)";"Social Sciences"
265;21100889414;"Qudus International Journal of Islamic Studies";journal;"24769304, 23551895";"STAIN Kudus";Yes;No;0,401;Q2;16;4;39;229;85;39;1,87;57,25;57,14;0;Indonesia;Asiatic Region;"STAIN Kudus";"2018-2025";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
266;5800169464;"Nonproliferation Review";journal;"10736700, 17461766";"Routledge";No;No;0,400;Q2;32;16;64;536;45;47;0,43;33,50;13,33;0;United Kingdom;Western Europe;"Routledge";"1993-2020, 2022-2026";"Political Science and International Relations (Q2)";"Social Sciences"
267;21100996939;"Revista Cientifica General Jose Maria Cordova";journal;"19006586, 25007645";"Escuela Militar de Cadetes";Yes;Yes;0,400;Q2;10;45;164;2113;158;150;0,80;46,96;24,36;0;Colombia;Latin America;"Escuela Militar de Cadetes";"2011-2013, 2015-2026";"Law (Q2); Political Science and International Relations (Q2); Public Administration (Q2); Safety Research (Q2); Safety, Risk, Reliability and Quality (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Engineering; Social Sciences"
268;15693;"Journal of Modern Italian Studies";journal;"14699583, 1354571X";"Taylor and Francis Ltd.";No;No;0,396;Q2;32;42;102;2242;115;93;0,63;53,38;37,21;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2026";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
269;21100912224;"Journal of World-Systems Research";journal;"1076156X";"University Library System, University of Pittsburgh";Yes;Yes;0,396;Q2;12;25;87;2087;80;65;0,79;83,48;7,41;1;United States;Northern America;"University Library System, University of Pittsburgh";"1995-1997, 1999-2000, 2002-2004, 2006-2008, 2012, 2015-2017, 2019-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
270;17900156739;"Journal of Eastern African Studies";journal;"17531055, 17531063";"Routledge";No;No;0,393;Q2;44;36;96;1692;133;92;1,14;47,00;36,17;0;United Kingdom;Western Europe;"Routledge";"2009-2026";"Anthropology (Q1); Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
271;21100829274;"Journal of International Studies";journal;"20718330, 23063483";"Centre of Sociological Research";Yes;Yes;0,393;Q2;39;59;179;3455;543;178;3,52;58,56;54,07;0;Poland;Eastern Europe;"Centre of Sociological Research";"2008-2025";"Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Economics and Econometrics (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
272;5700162393;"India Review";journal;"14736489, 15573036";"Routledge";No;No;0,391;Q2;19;26;82;1919;77;79;1,00;73,81;25,93;0;United Kingdom;Western Europe;"Routledge";"2010-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
273;21101021225;"Anti-Trafficking Review";journal;"22867511, 22870113";"Global Alliance Against Traffic in Women";Yes;Yes;0,389;Q2;16;21;62;842;92;51;0,92;40,10;88,89;1;Thailand;Asiatic Region;"Global Alliance Against Traffic in Women";"2019-2025";"Law (Q2); Political Science and International Relations (Q2)";"Social Sciences"
274;21101060456;"China International Strategy Review";journal;"25245635, 25245627";"Springer";No;No;0,389;Q2;14;18;57;875;98;57;1,46;48,61;18,18;0;Singapore;Asiatic Region;"Springer";"2019-2025";"Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
275;27733;"Latin American Research Review";journal;"00238791, 15424278";"Cambridge University Press";Yes;Yes;0,387;Q2;62;76;143;4409;181;140;1,13;58,01;42,15;0;United States;Northern America;"Cambridge University Press";"1965-2026";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Geography, Planning and Development (Q2); Multidisciplinary (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Multidisciplinary; Social Sciences"
276;13924;"Studies in Political Economy";journal;"07078552, 19187033";"Taylor and Francis Ltd.";No;No;0,387;Q2;27;28;49;1268;58;47;1,19;45,29;32,35;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2025";"Political Science and International Relations (Q2); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
277;21100782417;"Global Discourse";journal;"23269995, 20437897";"Bristol University Press";No;No;0,383;Q2;26;25;128;1185;181;65;0,63;47,40;11,76;0;United Kingdom;Western Europe;"Bristol University Press";"2010-2011, 2013-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
278;21530;"Space and Polity";journal;"14701235, 13562576";"Routledge";No;No;0,382;Q2;49;19;55;965;104;52;1,95;50,79;23,33;0;United Kingdom;Western Europe;"Routledge";"1997-2026";"Geography, Planning and Development (Q2); Political Science and International Relations (Q2)";"Social Sciences"
279;19200156956;"Asian Economic Papers";journal;"15360083, 15353516";"MIT Press";No;No;0,380;Q2;25;13;74;192;76;67;0,66;14,77;30,00;2;United States;Northern America;"MIT Press";"2008-2025";"Political Science and International Relations (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance; Social Sciences"
280;11600153671;"Democracy and Security";journal;"15555860, 17419166";"Taylor and Francis Ltd.";No;No;0,380;Q2;19;34;52;1938;94;51;2,25;57,00;21,15;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Political Science and International Relations (Q2); Safety Research (Q2); Sociology and Political Science (Q2)";"Social Sciences"
281;5600153391;"Historical Materialism";journal;"14654466, 1569206X";"Brill Academic Publishers";No;No;0,378;Q2;42;29;115;1945;122;113;1,17;67,07;21,88;0;Netherlands;Western Europe;"Brill Academic Publishers";"1997-1998, 2002-2025";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
282;17400154818;"ERA Forum";journal;"16123093, 18639038";"Springer Verlag";No;No;0,375;Q2;19;42;118;732;195;106;1,38;17,43;45,00;1;Germany;Western Europe;"Springer Verlag";"2009-2026";"Law (Q2); Political Science and International Relations (Q2)";"Social Sciences"
283;21101051704;"Central Asian Affairs";journal;"22142290, 22142282";"Brill Academic Publishers";No;No;0,374;Q2;14;11;46;698;61;45;0,78;63,45;58,33;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2025";"Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
284;21101041900;"Journal of International Studies (Malaysia)";journal;"2289666X, 1823691X";"Universiti Utara Malaysia Press";Yes;No;0,373;Q2;8;11;50;803;82;50;1,75;73,00;38,10;0;Malaysia;Asiatic Region;"Universiti Utara Malaysia Press";"2019-2025";"Political Science and International Relations (Q2); Business and International Management (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Social Sciences"
285;21101032131;"Journal for Peace and Nuclear Disarmament";journal;"25751654";"Taylor and Francis Ltd.";Yes;Yes;0,372;Q2;14;29;103;1348;104;79;0,97;46,48;36,00;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2025";"Political Science and International Relations (Q2)";"Social Sciences"
286;21100846340;"Journal of Comparative Politics";journal;"13381385";"University of Ljubljana";Yes;No;0,372;Q2;9;14;37;867;47;35;1,00;61,93;30,00;0;Slovenia;Eastern Europe;"University of Ljubljana";"2017-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
